UniqueMeasurementID,SampleUniqueID,Date,"DataCollectorName
",Country,StudySiteName,MeanAmbientTemperatureDuringIncubation (°C),MeanAmbientHumidityDuringIncubation (%),ZiplocBagSize,ScaleModel,SampleType,FruitSpeciesName,CommonName,RipenessStage,FruitExteriorCondition,LocationDescription,Handling Classification,NumberFruitsinBag,MeasuredFruitWeight (g for fruit; mL for standards),TotalFruitWeight (g for fruit; mL for standards),HeadspaceInjected (mL),WaterDilutionAmount (mL),IncubationStart,IncubationEnd,IncubationTime (h),BreathalyzerMeasurement,MeasurementRepetition,AmountWholeFruitsFallenOnGround,Comments,PercentEtOHCalculatedfromBreathalyzer
1627,944,March 24 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,49.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Hirtella racemosa,Murta,midripe,intact,plant,other,3,2,2,60,na,15:49,17:23,1:34,0,first,none,same plant as 945,0.0000%
1628,945,March 24 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,49.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Hirtella racemosa,Murta,ripe,skin ripped on one fruit (due to transport),plant,other,2,2,2,60,na,15:49,17:24,1:35,0,first,none,same plant as 944,0.0000%
1629,946,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,16:59,18:45,1:46,0.035,first,,,0.0955%
1630,947,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,17:01,18:46,1:45,0.175,first,,,0.4985%
1631,948,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,17:02,18:48,1:46,0.353,first,,,1.0108%
1632,949,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,17:03,18:49,1:46,0.695,first,,,1.9951%
1633,950,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,midripe,intact,plant,other,1,0.6,0.6,60,na,16:56,18:51,1:55,0,first,none,,0.0000%
1634,951,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Acrocomia aculeata,Coyol,unripe,intact,ground,other,1,2.35,2.35,60,na,16:57,18:52,1:55,0,first,few,,0.0000%
1635,952,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Acrocomia aculeata,Coyol,ripe,intact,ground,other,1,25,25,60,na,16:57,18:52,1:55,0,first,few,,0.0000%
1636,952,March 25 2022,Julia Casorso,Costa Rica,Santa Rosa,29.2,42,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Acrocomia aculeata,Coyol,ripe,intact,ground,other,1,25,25,60,na,16:57,18:53,1:56,0,repeat1,few,,0.0000%
1637,953,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,15:50,18:35,2:45,0.036,first,,,0.1127%
1638,954,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,15:52,18:36,2:44,0.173,first,,,0.4699%
1639,955,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,15:53,18:38,2:45,0.385,first,,,1.0225%
1640,956,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,15:54,18:40,2:46,0.758,first,,,1.9948%
1641,957,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,unripe,intact,ground,other,6,1.97,1.97,60,na,15:55,18:42,2:47,0,first,many,capuchins were eating ripe fruits from this tree,0.0000%
1642,958,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,midripe,intact,ground,other,3,1.48,1.48,60,na,15:56,18:43,2:47,0,first,many,capuchins were eating ripe fruits from this tree,0.0000%
1643,959,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,ripe,intact,ground,other,2,1.58,1.58,60,na,15:57,18:44,2:47,0.014,first,many,capuchins were eating ripe fruits from this tree,0.0554%
1644,959,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,ripe,intact,ground,other,2,1.58,1.58,60,na,15:57,18:45,2:48,0.015,repeat1,many,capuchins were eating ripe fruits from this tree,0.0580%
1645,960,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,ripe,one large puncture in each,ground,rejected,4,2.23,2.23,60,na,15:57,18:47,2:50,0.023,first,many,,0.0789%
1646,960,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Aralia excelsa,Jobo lagarto,ripe,one large puncture in each,ground,rejected,4,2.23,2.23,60,na,15:57,18:47,2:50,0.022,repeat1,many,,0.0762%
1647,961,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,midripe,intact,plant,other,2,5.81,5.81,60,na,15:58,18:48,2:50,0.019,first,none,,0.0684%
1648,961,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,midripe,intact,plant,other,2,5.81,5.81,60,na,15:58,18:49,2:51,0.019,repeat1,none,,0.0684%
1649,962,March 28 2022,Julia Casorso,Costa Rica,Santa Rosa,30.8,54.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,unripe,intact,plant,other,2,12.68,12.68,60,na,15:58,18:51,2:53,0,first,none,,0.0000%
1650,963,March 29 2022,Julia Casorso,Costa Rica,Santa Rosa,30.9,44.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,unripe,intact,plant,other,4,8.62,8.62,60,na,14:28,20:04,5:36,0,first,none,,0.0000%
1653,966,March 29 2022,Julia Casorso,Costa Rica,Santa Rosa,30.9,44.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,unripe,intact,plant,other,6,3.68,3.68,60,na,14:31,20:07,5:36,0,first,many,,0.0000%
1654,967,March 29 2022,Julia Casorso,Costa Rica,Santa Rosa,30.9,44.2,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Apeiba tibourbou,Peine de mico,ripe,intact,plant,other,1,25.22,25.22,60,na,18:45,20:08,1:23,0,first,none,,0.0000%
1655,968,March 31 2022,Julia Casorso,Costa Rica,Santa Rosa,34.7,48.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,13:39,15:32,1:53,0.045,first,,,0.0528%
1656,969,March 31 2022,Julia Casorso,Costa Rica,Santa Rosa,34.7,48.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,13:41,15:33,1:52,0.232,first,,,0.5010%
1657,970,March 31 2022,Julia Casorso,Costa Rica,Santa Rosa,34.7,48.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,13:43,15:34,1:51,0.484,first,,,1.1050%
1658,971,March 31 2022,Julia Casorso,Costa Rica,Santa Rosa,34.7,48.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,13:44,15:36,1:52,0.833,first,,,1.9414%
1659,972,March 31 2022,Julia Casorso,Costa Rica,Santa Rosa,34.7,48.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,unripe,intact,plant,other,8,3.97,3.97,60,na,13:45,15:41,1:56,0,first,none,,0.0000%
1660,973,March 31 2022,Julia Casorso,Costa Rica,Santa Rosa,34.7,48.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,midripe,intact,plant,other,2,1.25,1.25,60,na,13:47,15:42,1:55,0,first,none,,0.0000%
1661,974,March 31 2022,Julia Casorso,Costa Rica,Santa Rosa,34.7,48.9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,intact,plant,other,1,0.7,0.7,60,na,13:48,15:43,1:55,0,first,none,,0.0000%
1664,977,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,16:22,17:33,1:11,0.043,first,,,0.0939%
1665,978,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,16:23,17:34,1:11,0.21,first,,,0.4934%
1666,979,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,16:25,17:35,1:10,0.431,first,,,1.0219%
1667,980,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,16:26,17:36,1:10,0.836,first,,,1.9906%
1668,981,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,unripe,intact,ground,other,5,4.15,4.15,60,na,16:28,17:38,1:10,0,first,many,samples 981-984 are from the same tree; capuchins were eating midripe/ripe fruits from this tree,0.0000%
1669,982,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,midripe,intact,ground,other,3,4.35,4.35,60,na,16:29,17:38,1:09,0,first,many,samples 981-984 are from the same tree; capuchins were eating midripe/ripe fruits from this tree,0.0000%
1670,983,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,one large puncture,ground,rejected,3,4.7,4.7,60,na,16:30,17:39,1:09,0.092,first,many,samples 981-984 are from the same tree; capuchins were eating midripe/ripe fruits from this tree,0.2111%
1671,983,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,one large puncture,ground,rejected,3,4.7,4.7,60,na,16:30,17:40,1:10,0.094,repeat1,many,samples 981-984 are from the same tree; capuchins were eating midripe/ripe fruits from this tree,0.2159%
1672,984,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,only husk remaining; one large puncture,ground,eaten,5,3.75,3.75,60,na,16:30,17:41,1:11,0.038,first,many,samples 981-984 are from the same tree; capuchins were eating midripe/ripe fruits from this tree,0.0820%
1673,984,April 4 2022,Julia Casorso,Costa Rica,Santa Rosa,31.9,58,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,only husk remaining; one large puncture,ground,eaten,5,3.75,3.75,60,na,16:30,17:42,1:12,0.035,repeat1,many,samples 981-984 are from the same tree; capuchins were eating midripe/ripe fruits from this tree,0.0748%
1677,987,April 5 2022,Julia Casorso,Costa Rica,Santa Rosa,31.6,50.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Sloanea terniflora,Terciopelo,midripe,intact,ground,other,3,3.06,3.06,60,na,16:21,18:10,1:49,0,first,many,capuchinswere eating Sloanea fruits in this tree,0.0000%
1678,988,April 5 2022,Julia Casorso,Costa Rica,Santa Rosa,31.6,50.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Sloanea terniflora,Terciopelo,ripe,intact,ground,other,3,3.59,3.59,60,na,16:22,18:11,1:49,0,first,many,capuchinswere eating Sloanea fruits in this tree,0.0000%
1679,989,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,13:34,14:45,1:11,0.047,first,,,0.0470%
1680,990,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,13:35,14:46,1:11,0.236,first,,,0.5027%
1681,991,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,13:36,14:47,1:11,0.491,first,,,1.1176%
1682,992,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,13:38,14:49,1:11,0.829,first,,,1.9325%
1683,993,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,unripe,intact,plant,other,6,10.98,10.98,60,na,13:39,14:51,1:12,0,first,few,,0.0000%
1684,994,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,midripe,intact,plant,other,4,3.57,3.57,60,na,13:39,14:52,1:13,0,first,few,,0.0000%
1685,995,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,ripe,intact,plant,other,3,4.18,4.18,60,na,13:39,14:52,1:13,0,first,few,,0.0000%
1686,996,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus ovalis,"Higuerón, fig",ripe,intact,ground,other,5,2.63,2.63,60,na,13:40,14:53,1:13,0,first,many,capuchins and birds were eating fruits in this tree,0.0000%
1687,997,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus ovalis,"Higuerón, fig",overripe,one large puncture,ground,rejected,5,4.38,4.38,60,na,13:40,14:54,1:14,0.077,first,many,capuchins and birds were eating fruits in this tree,0.1194%
1688,997,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus ovalis,"Higuerón, fig",overripe,one large puncture,ground,rejected,5,4.38,4.38,60,na,13:40,14:55,1:15,0.079,repeat1,many,capuchins and birds were eating fruits in this tree,0.1242%
1692,1001,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,unripe,one large puncture,ground,rejected,1,148.7,148.7,60,na,13:41,14:58,1:17,0.026,first,none,starting to become just a little midripe,0.0001%
1693,1001,April 18 2022,Julia Casorso,Costa Rica,Santa Rosa,33.7,51.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Genipa americana,Guaitil,unripe,one large puncture,ground,rejected,1,148.7,148.7,60,na,13:41,14:59,1:18,0.027,repeat1,none,starting to become just a little midripe,0.0001%
1694,1002,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,14:45,18:59,4:14,0.037,first,,,0.0919%
1695,1003,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,14:46,19:00,4:14,0.19,first,,,0.5010%
1696,1004,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,14:48,19:01,4:13,0.382,first,,,1.0144%
1697,1005,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,14:49,19:03,4:14,0.748,first,,,1.9929%
1698,1006,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,unripe,intact,plant,other,2,8.82,8.82,60,na,14:50,19:05,4:15,0,first,none,,0.0000%
1699,1007,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,midripe,intact,plant,other,2,3.72,3.72,60,na,14:51,19:06,4:15,0,first,none,,0.0000%
1700,1007,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,midripe,intact,plant,other,2,3.72,3.72,60,na,14:51,19:07,4:16,0,repeat1,none,,0.0000%
1704,1010,April 20 2022,Julia Casorso,Costa Rica,Santa Rosa,32.9,46.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,unripe,intact,plant,other,5,7.35,7.35,60,na,14:52,19:10,4:18,0,first,none,A few capuchins visually/tactilely inspected and rejected these fruits,0.0000%
1705,1011,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,16:13,20:20,4:07,0.029,first,,,0.1160%
1706,1012,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,16:14,20:21,4:07,0.149,first,,,0.4875%
1707,1013,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,16:15,20:22,4:07,0.311,first,,,0.9890%
1708,1014,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,16:16,20:24,4:08,0.64,first,,,2.0075%
1709,1015,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,midripe,one large puncture,ground,eaten,3-5,2.37,2.37,60,na,16:17,20:25,4:08,0,first,few,"unsure how many fruits, as just exocarp pieces were collected",0.0000%
1710,1016,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,midripe,one large puncture,ground,rejected,2,1.94,1.94,60,na,16:17,20:26,4:09,0.041,first,few,,0.1531%
1711,1016,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,midripe,one large puncture,ground,rejected,2,1.94,1.94,60,na,16:17,20:27,4:10,0.041,repeat1,few,,0.1531%
1712,1017,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,midripe,intact,ground,other,2,2.33,2.33,60,na,16:18,20:29,4:11,0,first,few,,0.0000%
1720,1023,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,one large puncture,ground,eaten,1,2.88,2.88,60,na,16:20,20:35,4:15,0.052,first,many,,0.1872%
1721,1023,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,one large puncture,ground,eaten,1,2.88,2.88,60,na,16:20,20:36,4:16,0.052,repeat1,many,,0.1872%
1722,1024,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,overripe,"intact, a bit squished from transport",ground,other,1,3.69,3.69,60,na,16:20,20:38,4:18,0.059,first,many,,0.2089%
1723,1024,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,overripe,"intact, a bit squished from transport",ground,other,1,3.69,3.69,60,na,16:20,20:40,4:20,0.059,repeat1,many,,0.2089%
1724,1025,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,midripe,intact,ground,other,1,6.02,6.02,60,na,16:20,20:39,4:19,0.044,first,many,,0.1624%
1725,1025,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,midripe,intact,ground,other,1,6.02,6.02,60,na,16:20,20:40,4:20,0.045,repeat1,many,,0.1655%
1726,1026,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Acrocomia aculeata,Coyol,ripe,intact,ground,other,1,24.3,24.3,60,na,16:21,20:41,4:20,0,first,few,,0.0000%
1727,1027,April 21 2022,Julia Casorso,Costa Rica,Santa Rosa,29.3,51.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,unripe,intact,ground,other,1,21.54,21.54,60,na,18:30,20:42,2:12,0,first,few,capuchins knocked this fruit off the tree,0.0000%
1728,1028,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,12:08,13:35,1:27,0.035,first,,,0.1263%
1729,1029,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,12:10,13:37,1:27,0.171,first,,,0.4722%
1730,1030,April 25 2022,Julia Casorso,Costa Rica,Santa Rosa,30.4,75.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,12:12,13:38,1:26,0.376,first,,,0.9935%
